date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:44:45	2006/2006	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Jul%202024%2022:08:50%20GMT	https://php.spruko.com/xintra/xintra/assets/images/flags/spain_flag.jpg	D:/Semrawut/Xintra/Xintra/php.spruko.com/xintra/xintra/assets/images/flags/spain_flag.jpg	(from https://php.spruko.com/xintra/xintra/pages/index.php)
00:44:45	1546/1546	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Jul%202024%2022:08:50%20GMT	https://php.spruko.com/xintra/xintra/assets/images/flags/french_flag.jpg	D:/Semrawut/Xintra/Xintra/php.spruko.com/xintra/xintra/assets/images/flags/french_flag.jpg	(from https://php.spruko.com/xintra/xintra/pages/index.php)
00:44:45	10510/10510	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Jul%202024%2022:08:50%20GMT	https://php.spruko.com/xintra/xintra/assets/images/flags/uae_flag.jpg	D:/Semrawut/Xintra/Xintra/php.spruko.com/xintra/xintra/assets/images/flags/uae_flag.jpg	(from https://php.spruko.com/xintra/xintra/pages/index.php)
00:44:46	1536/1536	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Jul%202024%2022:08:50%20GMT	https://php.spruko.com/xintra/xintra/assets/images/flags/germany_flag.jpg	D:/Semrawut/Xintra/Xintra/php.spruko.com/xintra/xintra/assets/images/flags/germany_flag.jpg	(from https://php.spruko.com/xintra/xintra/pages/index.php)
00:44:46	11029/11029	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Jul%202024%2022:08:50%20GMT	https://php.spruko.com/xintra/xintra/assets/images/flags/china_flag.jpg	D:/Semrawut/Xintra/Xintra/php.spruko.com/xintra/xintra/assets/images/flags/china_flag.jpg	(from https://php.spruko.com/xintra/xintra/pages/index.php)
00:44:46	1543/1543	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Jul%202024%2022:08:50%20GMT	https://php.spruko.com/xintra/xintra/assets/images/flags/italy_flag.jpg	D:/Semrawut/Xintra/Xintra/php.spruko.com/xintra/xintra/assets/images/flags/italy_flag.jpg	(from https://php.spruko.com/xintra/xintra/pages/index.php)
00:44:46	1475/1475	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Jul%202024%2022:08:50%20GMT	https://php.spruko.com/xintra/xintra/assets/images/flags/russia_flag.jpg	D:/Semrawut/Xintra/Xintra/php.spruko.com/xintra/xintra/assets/images/flags/russia_flag.jpg	(from https://php.spruko.com/xintra/xintra/pages/index.php)
00:44:47	88443/88443	---M--	200	added ('OK')	image/png	date:Tue,%2030%20Jul%202024%2022:08:50%20GMT	https://php.spruko.com/xintra/xintra/assets/images/ecommerce/png/30.png	D:/Semrawut/Xintra/Xintra/php.spruko.com/xintra/xintra/assets/images/ecommerce/png/30.png	(from https://php.spruko.com/xintra/xintra/pages/index.php)
00:44:47	157489/157489	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Jan%202025%2017:44:46%20GMT	https://php.spruko.com/xintra/xintra/pages/cart.php	D:/Semrawut/Xintra/Xintra/php.spruko.com/xintra/xintra/pages/cart.html	(from https://php.spruko.com/xintra/xintra/pages/index.php)
00:44:47	75555/75555	---M--	200	added ('OK')	image/png	date:Tue,%2030%20Jul%202024%2022:08:50%20GMT	https://php.spruko.com/xintra/xintra/assets/images/ecommerce/png/29.png	D:/Semrawut/Xintra/Xintra/php.spruko.com/xintra/xintra/assets/images/ecommerce/png/29.png	(from https://php.spruko.com/xintra/xintra/pages/index.php)
00:44:48	107765/107765	---M--	200	added ('OK')	image/png	date:Tue,%2030%20Jul%202024%2022:08:50%20GMT	https://php.spruko.com/xintra/xintra/assets/images/ecommerce/png/32.png	D:/Semrawut/Xintra/Xintra/php.spruko.com/xintra/xintra/assets/images/ecommerce/png/32.png	(from https://php.spruko.com/xintra/xintra/pages/index.php)
00:44:48	116959/116959	---M--	200	added ('OK')	image/png	date:Tue,%2030%20Jul%202024%2022:08:50%20GMT	https://php.spruko.com/xintra/xintra/assets/images/ecommerce/png/12.png	D:/Semrawut/Xintra/Xintra/php.spruko.com/xintra/xintra/assets/images/ecommerce/png/12.png	(from https://php.spruko.com/xintra/xintra/pages/index.php)
00:44:48	163423/163423	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Jan%202025%2017:44:48%20GMT	https://php.spruko.com/xintra/xintra/pages/checkout.php	D:/Semrawut/Xintra/Xintra/php.spruko.com/xintra/xintra/pages/checkout.html	(from https://php.spruko.com/xintra/xintra/pages/index.php)
00:44:48	81310/81310	---M--	200	added ('OK')	image/png	date:Tue,%2030%20Jul%202024%2022:08:50%20GMT	https://php.spruko.com/xintra/xintra/assets/images/ecommerce/png/16.png	D:/Semrawut/Xintra/Xintra/php.spruko.com/xintra/xintra/assets/images/ecommerce/png/16.png	(from https://php.spruko.com/xintra/xintra/pages/index.php)
00:44:48	200339/200339	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Jan%202025%2017:44:48%20GMT	https://php.spruko.com/xintra/xintra/pages/products.php	D:/Semrawut/Xintra/Xintra/php.spruko.com/xintra/xintra/pages/products.html	(from https://php.spruko.com/xintra/xintra/pages/index.php)
00:44:48	4934/4934	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Jul%202024%2022:08:50%20GMT	https://php.spruko.com/xintra/xintra/assets/images/faces/1.jpg	D:/Semrawut/Xintra/Xintra/php.spruko.com/xintra/xintra/assets/images/faces/1.jpg	(from https://php.spruko.com/xintra/xintra/pages/index.php)
00:44:49	223814/223814	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Jan%202025%2017:44:48%20GMT	https://php.spruko.com/xintra/xintra/pages/chat.php	D:/Semrawut/Xintra/Xintra/php.spruko.com/xintra/xintra/pages/chat.html	(from https://php.spruko.com/xintra/xintra/pages/index.php)
00:44:49	3945/3945	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Jul%202024%2022:08:50%20GMT	https://php.spruko.com/xintra/xintra/assets/images/faces/10.jpg	D:/Semrawut/Xintra/Xintra/php.spruko.com/xintra/xintra/assets/images/faces/10.jpg	(from https://php.spruko.com/xintra/xintra/pages/index.php)
00:44:49	4698/4698	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Jul%202024%2022:08:50%20GMT	https://php.spruko.com/xintra/xintra/assets/images/faces/11.jpg	D:/Semrawut/Xintra/Xintra/php.spruko.com/xintra/xintra/assets/images/faces/11.jpg	(from https://php.spruko.com/xintra/xintra/pages/index.php)
00:44:49	4418/4418	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Jul%202024%2022:08:50%20GMT	https://php.spruko.com/xintra/xintra/assets/images/faces/15.jpg	D:/Semrawut/Xintra/Xintra/php.spruko.com/xintra/xintra/assets/images/faces/15.jpg	(from https://php.spruko.com/xintra/xintra/pages/index.php)
00:44:50	240666/240666	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Jan%202025%2017:44:49%20GMT	https://php.spruko.com/xintra/xintra/pages/profile.php	D:/Semrawut/Xintra/Xintra/php.spruko.com/xintra/xintra/pages/profile.html	(from https://php.spruko.com/xintra/xintra/pages/index.php)
00:44:50	187808/187808	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Jan%202025%2017:44:50%20GMT	https://php.spruko.com/xintra/xintra/pages/mail.php	D:/Semrawut/Xintra/Xintra/php.spruko.com/xintra/xintra/pages/mail.html	(from https://php.spruko.com/xintra/xintra/pages/index.php)
00:44:50	215321/215321	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Jan%202025%2017:44:50%20GMT	https://php.spruko.com/xintra/xintra/pages/file-manager.php	D:/Semrawut/Xintra/Xintra/php.spruko.com/xintra/xintra/pages/file-manager.html	(from https://php.spruko.com/xintra/xintra/pages/index.php)
00:44:50	185899/185899	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Jan%202025%2017:44:50%20GMT	https://php.spruko.com/xintra/xintra/pages/mail-settings.php	D:/Semrawut/Xintra/Xintra/php.spruko.com/xintra/xintra/pages/mail-settings.html	(from https://php.spruko.com/xintra/xintra/pages/index.php)
00:44:51	42014/42014	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Jan%202025%2017:44:50%20GMT	https://php.spruko.com/xintra/xintra/pages/sign-in-cover.php	D:/Semrawut/Xintra/Xintra/php.spruko.com/xintra/xintra/pages/sign-in-cover.html	(from https://php.spruko.com/xintra/xintra/pages/index.php)
00:44:51	175292/175292	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Jan%202025%2017:44:50%20GMT	https://php.spruko.com/xintra/xintra/pages/index2.php	D:/Semrawut/Xintra/Xintra/php.spruko.com/xintra/xintra/pages/index2.html	(from https://php.spruko.com/xintra/xintra/pages/index.php)
00:44:51	203907/203907	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Jan%202025%2017:44:51%20GMT	https://php.spruko.com/xintra/xintra/pages/index3.php	D:/Semrawut/Xintra/Xintra/php.spruko.com/xintra/xintra/pages/index3.html	(from https://php.spruko.com/xintra/xintra/pages/index.php)
00:44:52	208764/208764	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Jan%202025%2017:44:51%20GMT	https://php.spruko.com/xintra/xintra/pages/index4.php	D:/Semrawut/Xintra/Xintra/php.spruko.com/xintra/xintra/pages/index4.html	(from https://php.spruko.com/xintra/xintra/pages/index.php)
00:44:52	212434/212434	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Jan%202025%2017:44:51%20GMT	https://php.spruko.com/xintra/xintra/pages/index5.php	D:/Semrawut/Xintra/Xintra/php.spruko.com/xintra/xintra/pages/index5.html	(from https://php.spruko.com/xintra/xintra/pages/index.php)
00:44:52	246567/246567	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Jan%202025%2017:44:51%20GMT	https://php.spruko.com/xintra/xintra/pages/index6.php	D:/Semrawut/Xintra/Xintra/php.spruko.com/xintra/xintra/pages/index6.html	(from https://php.spruko.com/xintra/xintra/pages/index.php)
00:44:52	202292/202292	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Jan%202025%2017:44:52%20GMT	https://php.spruko.com/xintra/xintra/pages/index7.php	D:/Semrawut/Xintra/Xintra/php.spruko.com/xintra/xintra/pages/index7.html	(from https://php.spruko.com/xintra/xintra/pages/index.php)
00:44:52	197255/197255	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Jan%202025%2017:44:52%20GMT	https://php.spruko.com/xintra/xintra/pages/index8.php	D:/Semrawut/Xintra/Xintra/php.spruko.com/xintra/xintra/pages/index8.html	(from https://php.spruko.com/xintra/xintra/pages/index.php)
00:44:53	214111/214111	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Jan%202025%2017:44:52%20GMT	https://php.spruko.com/xintra/xintra/pages/index9.php	D:/Semrawut/Xintra/Xintra/php.spruko.com/xintra/xintra/pages/index9.html	(from https://php.spruko.com/xintra/xintra/pages/index.php)
00:44:53	208073/208073	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Jan%202025%2017:44:52%20GMT	https://php.spruko.com/xintra/xintra/pages/index10.php	D:/Semrawut/Xintra/Xintra/php.spruko.com/xintra/xintra/pages/index10.html	(from https://php.spruko.com/xintra/xintra/pages/index.php)
00:44:53	192591/192591	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Jan%202025%2017:44:53%20GMT	https://php.spruko.com/xintra/xintra/pages/index11.php	D:/Semrawut/Xintra/Xintra/php.spruko.com/xintra/xintra/pages/index11.html	(from https://php.spruko.com/xintra/xintra/pages/index.php)
00:44:53	229688/229688	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Jan%202025%2017:44:53%20GMT	https://php.spruko.com/xintra/xintra/pages/index12.php	D:/Semrawut/Xintra/Xintra/php.spruko.com/xintra/xintra/pages/index12.html	(from https://php.spruko.com/xintra/xintra/pages/index.php)
00:44:54	195103/195103	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Jan%202025%2017:44:53%20GMT	https://php.spruko.com/xintra/xintra/pages/index13.php	D:/Semrawut/Xintra/Xintra/php.spruko.com/xintra/xintra/pages/index13.html	(from https://php.spruko.com/xintra/xintra/pages/index.php)
00:44:54	181023/181023	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Jan%202025%2017:44:53%20GMT	https://php.spruko.com/xintra/xintra/pages/index14.php	D:/Semrawut/Xintra/Xintra/php.spruko.com/xintra/xintra/pages/index14.html	(from https://php.spruko.com/xintra/xintra/pages/index.php)
00:44:54	193326/193326	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Jan%202025%2017:44:54%20GMT	https://php.spruko.com/xintra/xintra/pages/index15.php	D:/Semrawut/Xintra/Xintra/php.spruko.com/xintra/xintra/pages/index15.html	(from https://php.spruko.com/xintra/xintra/pages/index.php)
00:44:54	173050/173050	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Jan%202025%2017:44:54%20GMT	https://php.spruko.com/xintra/xintra/pages/index16.php	D:/Semrawut/Xintra/Xintra/php.spruko.com/xintra/xintra/pages/index16.html	(from https://php.spruko.com/xintra/xintra/pages/index.php)
00:44:55	141726/141726	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Jan%202025%2017:44:54%20GMT	https://php.spruko.com/xintra/xintra/pages/add-products.php	D:/Semrawut/Xintra/Xintra/php.spruko.com/xintra/xintra/pages/add-products.html	(from https://php.spruko.com/xintra/xintra/pages/index.php)
00:44:55	142861/142861	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Jan%202025%2017:44:55%20GMT	https://php.spruko.com/xintra/xintra/pages/edit-products.php	D:/Semrawut/Xintra/Xintra/php.spruko.com/xintra/xintra/pages/edit-products.html	(from https://php.spruko.com/xintra/xintra/pages/index.php)
00:44:55	157588/157588	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Jan%202025%2017:44:55%20GMT	https://php.spruko.com/xintra/xintra/pages/order-details.php	D:/Semrawut/Xintra/Xintra/php.spruko.com/xintra/xintra/pages/order-details.html	(from https://php.spruko.com/xintra/xintra/pages/index.php)
00:44:55	150820/150820	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Jan%202025%2017:44:55%20GMT	https://php.spruko.com/xintra/xintra/pages/orders.php	D:/Semrawut/Xintra/Xintra/php.spruko.com/xintra/xintra/pages/orders.html	(from https://php.spruko.com/xintra/xintra/pages/index.php)
00:44:56	206395/206395	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Jan%202025%2017:44:55%20GMT	https://php.spruko.com/xintra/xintra/pages/product-details.php	D:/Semrawut/Xintra/Xintra/php.spruko.com/xintra/xintra/pages/product-details.html	(from https://php.spruko.com/xintra/xintra/pages/index.php)
00:44:56	147603/147603	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Jan%202025%2017:44:56%20GMT	https://php.spruko.com/xintra/xintra/pages/products-list.php	D:/Semrawut/Xintra/Xintra/php.spruko.com/xintra/xintra/pages/products-list.html	(from https://php.spruko.com/xintra/xintra/pages/index.php)
00:44:56	150237/150237	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Jan%202025%2017:44:56%20GMT	https://php.spruko.com/xintra/xintra/pages/wishlist.php	D:/Semrawut/Xintra/Xintra/php.spruko.com/xintra/xintra/pages/wishlist.html	(from https://php.spruko.com/xintra/xintra/pages/index.php)
00:44:56	128847/128847	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Jan%202025%2017:44:56%20GMT	https://php.spruko.com/xintra/xintra/pages/full-calendar.php	D:/Semrawut/Xintra/Xintra/php.spruko.com/xintra/xintra/pages/full-calendar.html	(from https://php.spruko.com/xintra/xintra/pages/index.php)
00:44:57	124746/124746	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Jan%202025%2017:44:56%20GMT	https://php.spruko.com/xintra/xintra/pages/gallery.php	D:/Semrawut/Xintra/Xintra/php.spruko.com/xintra/xintra/pages/gallery.html	(from https://php.spruko.com/xintra/xintra/pages/index.php)
00:44:57	130467/130467	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Jan%202025%2017:44:57%20GMT	https://php.spruko.com/xintra/xintra/pages/sweet-alerts.php	D:/Semrawut/Xintra/Xintra/php.spruko.com/xintra/xintra/pages/sweet-alerts.html	(from https://php.spruko.com/xintra/xintra/pages/index.php)
00:44:57	169246/169246	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Jan%202025%2017:44:57%20GMT	https://php.spruko.com/xintra/xintra/pages/projects-list.php	D:/Semrawut/Xintra/Xintra/php.spruko.com/xintra/xintra/pages/projects-list.html	(from https://php.spruko.com/xintra/xintra/pages/index.php)
00:44:58	173497/173497	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Jan%202025%2017:44:57%20GMT	https://php.spruko.com/xintra/xintra/pages/projects-overview.php	D:/Semrawut/Xintra/Xintra/php.spruko.com/xintra/xintra/pages/projects-overview.html	(from https://php.spruko.com/xintra/xintra/pages/index.php)
00:44:58	132426/132426	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Jan%202025%2017:44:57%20GMT	https://php.spruko.com/xintra/xintra/pages/projects-create.php	D:/Semrawut/Xintra/Xintra/php.spruko.com/xintra/xintra/pages/projects-create.html	(from https://php.spruko.com/xintra/xintra/pages/index.php)
00:44:58	194914/194914	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Jan%202025%2017:44:57%20GMT	https://php.spruko.com/xintra/xintra/pages/task-kanban-board.php	D:/Semrawut/Xintra/Xintra/php.spruko.com/xintra/xintra/pages/task-kanban-board.html	(from https://php.spruko.com/xintra/xintra/pages/index.php)
00:44:58	176856/176856	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Jan%202025%2017:44:58%20GMT	https://php.spruko.com/xintra/xintra/pages/task-list-view.php	D:/Semrawut/Xintra/Xintra/php.spruko.com/xintra/xintra/pages/task-list-view.html	(from https://php.spruko.com/xintra/xintra/pages/index.php)
00:44:58	162319/162319	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Jan%202025%2017:44:58%20GMT	https://php.spruko.com/xintra/xintra/pages/task-details.php	D:/Semrawut/Xintra/Xintra/php.spruko.com/xintra/xintra/pages/task-details.html	(from https://php.spruko.com/xintra/xintra/pages/index.php)
00:44:59	150127/150127	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Jan%202025%2017:44:58%20GMT	https://php.spruko.com/xintra/xintra/pages/job-details.php	D:/Semrawut/Xintra/Xintra/php.spruko.com/xintra/xintra/pages/job-details.html	(from https://php.spruko.com/xintra/xintra/pages/index.php)
00:44:59	177343/177343	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Jan%202025%2017:44:58%20GMT	https://php.spruko.com/xintra/xintra/pages/job-company-search.php	D:/Semrawut/Xintra/Xintra/php.spruko.com/xintra/xintra/pages/job-company-search.html	(from https://php.spruko.com/xintra/xintra/pages/index.php)
00:44:59	186580/186580	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Jan%202025%2017:44:59%20GMT	https://php.spruko.com/xintra/xintra/pages/job-search.php	D:/Semrawut/Xintra/Xintra/php.spruko.com/xintra/xintra/pages/job-search.html	(from https://php.spruko.com/xintra/xintra/pages/index.php)
00:44:59	134465/134465	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Jan%202025%2017:44:59%20GMT	https://php.spruko.com/xintra/xintra/pages/job-post.php	D:/Semrawut/Xintra/Xintra/php.spruko.com/xintra/xintra/pages/job-post.html	(from https://php.spruko.com/xintra/xintra/pages/index.php)
00:44:59	160660/160660	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Jan%202025%2017:44:59%20GMT	https://php.spruko.com/xintra/xintra/pages/jobs-list.php	D:/Semrawut/Xintra/Xintra/php.spruko.com/xintra/xintra/pages/jobs-list.html	(from https://php.spruko.com/xintra/xintra/pages/index.php)
00:45:00	206278/206278	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Jan%202025%2017:44:59%20GMT	https://php.spruko.com/xintra/xintra/pages/job-candidate-search.php	D:/Semrawut/Xintra/Xintra/php.spruko.com/xintra/xintra/pages/job-candidate-search.html	(from https://php.spruko.com/xintra/xintra/pages/index.php)
00:45:00	173697/173697	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Jan%202025%2017:45:00%20GMT	https://php.spruko.com/xintra/xintra/pages/job-candidate-details.php	D:/Semrawut/Xintra/Xintra/php.spruko.com/xintra/xintra/pages/job-candidate-details.html	(from https://php.spruko.com/xintra/xintra/pages/index.php)
